Ingredient_EN,CO2_kg_per_kg,source,Country,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
"Vegetable fat (margarine type) at 50-63% fat, low fat, soft, rich in omega 3",0.23294759,French,Afghanistan,2,0,1,2,2,0,0,0,2,1,0,1
"Vegetable fat (margarine type) at 50-63% fat, low fat, soft, rich in omega 3",0.066583315,French,Spain,1,0,1,0,2,1,1,1,0,1,1,0
"Vegetable fat (margarine type) at 50-63% fat, low fat, soft, rich in omega 3",0.33517149,French,Western Sahara,2,2,1,2,0,1,2,2,2,0,0,1
"Vegetable fat (margarine type) at 50-63% fat, low fat, soft, rich in omega 3",0.55577056,French,Slovakia,1,0,1,2,2,2,1,2,1,2,1,0
"Vegetable fat (margarine type) at 50-63% fat, low fat, soft, rich in omega 3",0.50553384,French,Myanmar,1,2,2,0,1,1,2,0,0,2,2,0
"Vegetable fat (margarine type) at 50-63% fat, low fat, soft, rich in omega 3",0.0014553701,French,Montserrat,2,2,0,2,1,1,1,1,0,2,2,2
"Vegetable fat (margarine type) at 50-63% fat, low fat, soft, rich in omega 3",0.16039942,French,Antarctica,0,1,1,1,1,1,1,1,1,0,1,2
"Vegetable fat (margarine type) at 50-63% fat, low fat, soft, rich in omega 3",0.5894971370000001,French,Afghanistan,0,0,2,2,2,2,0,0,0,1,2,0
"Vegetable fat (margarine type) with 60% fat, low fat, with sunflower, sweet",0.14851058,French,Afghanistan,1,2,2,2,1,2,1,2,1,2,0,1
"Vegetable fat (margarine type) with 60% fat, low fat, with sunflower, sweet",0.066583315,French,"Virgin Islands, British",0,2,2,0,1,2,1,0,0,1,1,1
"Vegetable fat (margarine type) with 60% fat, low fat, with sunflower, sweet",0.045021246,French,Finland,2,1,0,1,2,1,1,2,0,1,0,1
"Vegetable fat (margarine type) with 60% fat, low fat, with sunflower, sweet",0.37704766,French,Malta,1,1,2,2,2,1,1,0,0,0,2,1
"Vegetable fat (margarine type) with 60% fat, low fat, with sunflower, sweet",0.39816382,French,Niue,1,0,1,0,2,0,1,0,2,2,0,0
"Vegetable fat (margarine type) with 60% fat, low fat, with sunflower, sweet",0.0014480567,French,Marshall Islands,1,0,1,1,1,2,2,1,2,0,1,1
"Vegetable fat (margarine type) with 60% fat, low fat, with sunflower, sweet",0.64326098,French,Burundi,1,2,0,0,0,0,1,0,1,2,0,1
"Vegetable fat (margarine type) with 60% fat, low fat, with sunflower, sweet",0.5768565290000001,French,Christmas Island,0,0,0,0,2,0,0,1,1,1,0,1
"Vegetable fat (margarine type) at 70% fat, mild",0.066583315,French,Estonia,0,1,1,0,2,2,0,2,2,1,0,2
"Vegetable fat (margarine type) at 70% fat, mild",3.3380825,French,Ireland,0,2,1,0,1,2,1,1,1,0,1,0
"Vegetable fat (margarine type) at 70% fat, mild",0.28408317,French,Angola,1,1,1,2,1,2,2,0,0,0,0,1
"Vegetable fat (margarine type) at 70% fat, mild",0.0025816364,French,New Caledonia,0,1,1,0,0,2,1,1,1,0,0,1
"Vegetable fat (margarine type) at 70% fat, mild",0.5904017770000001,French,Uruguay,2,2,1,2,2,1,0,2,0,1,1,1
"Vegetable fat (margarine type) at 80% fat, salted",0.57886535,French,Christmas Island,0,2,0,0,2,1,0,0,1,0,2,2
"Vegetable fat (margarine type) at 80% fat, salted",0.066583315,French,Uzbekistan,2,1,0,2,0,1,0,1,2,0,1,0
"Vegetable fat (margarine type) at 80% fat, salted",0.034530233,French,"Bolivia, Plurinational State of",1,0,1,2,1,1,1,2,2,0,1,0
"Vegetable fat (margarine type) at 80% fat, salted",2.3868155,French,Senegal,2,1,0,1,1,2,1,0,2,1,0,0
"Vegetable fat (margarine type) at 80% fat, salted",0.38934679,French,Thailand,2,0,0,1,0,1,0,0,0,1,0,0
"Vegetable fat (margarine type) at 80% fat, salted",0.5295313345670001,French,Barbados,1,2,0,1,2,1,1,2,1,2,2,1
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, semi-salted",0.066583315,French,Anguilla,2,1,2,2,2,0,1,2,2,1,1,0
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, semi-salted",0.13568211,French,Belgium,2,0,0,1,2,1,2,0,1,2,2,2
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, semi-salted",0.89361448,French,Malawi,0,0,1,0,0,0,1,0,0,1,1,1
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, semi-salted",0.53685009,French,Israel,0,2,0,1,2,0,2,1,2,0,1,2
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, semi-salted",0.0051559593,French,Marshall Islands,1,2,2,0,1,0,0,0,0,2,1,0
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, semi-salted",0.581636821,French,Svalbard and Jan Mayen,1,1,1,0,1,2,2,0,0,2,2,1
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, sweet",0.066583315,French,Armenia,1,0,2,1,2,2,1,0,2,0,1,2
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, sweet",0.12981478,French,Peru,2,0,0,1,2,2,2,0,2,1,1,0
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, sweet",0.86478821,French,Madagascar,1,2,1,0,2,2,0,2,2,0,2,1
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, sweet",0.52566571,French,Kazakhstan,1,1,2,1,1,0,0,2,2,0,2,1
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, sweet",0.0015285042,French,South Georgia and the South Sandwich Islands,0,1,1,1,0,0,1,0,0,2,2,2
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, sweet",0.579259971,French,Lithuania,1,2,2,2,0,1,1,0,2,0,1,1
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, sweet, rich in omega 3",0.74086862,French,Sao Tome and Principe,2,2,1,0,1,2,1,0,1,1,0,0
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, sweet, rich in omega 3",0.0,French,"Saint Helena, Ascension and Tristan da Cunha",2,1,0,1,2,2,1,0,0,2,2,0
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, sweet, rich in omega 3",0.19650974,French,Russian Federation,2,2,0,0,1,1,0,0,1,1,1,1
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, sweet, rich in omega 3",0.16933495,French,Honduras,1,0,1,2,2,1,0,1,0,1,2,0
"Vegetable fat (margarine type), spreadable, 30-40% fat, light, sweet, rich in omega 3",0.52947116,French,Niger,1,2,0,2,2,2,0,0,0,0,0,0
"Vegetable fat or margarine, 80% fat, mild",1.5331041,French,Palau,2,1,1,1,0,2,0,1,1,2,0,1
"Vegetable fat or margarine, 80% fat, mild",0.066583315,French,"Korea, Republic of",0,0,2,1,1,2,2,2,2,1,0,1
"Vegetable fat or margarine, 80% fat, mild",0.061577537,French,Mexico,0,0,1,0,1,2,0,0,2,0,0,1
"Vegetable fat or margarine, 80% fat, mild",0.16933495,French,United Kingdom,0,0,0,0,2,1,0,2,1,0,0,2
"Vegetable fat or margarine, 80% fat, mild",0.52947116,French,Sao Tome and Principe,0,0,0,1,1,0,2,0,1,2,0,2
"Biscuit bar filled with fruit, low in fat",1.2134468,French,Algeria,0,2,2,1,1,2,2,2,1,0,0,2
"Biscuit bar filled with fruit, low in fat",0.074259188,French,Sint Maarten (Dutch part),2,0,2,1,2,2,1,1,2,2,0,2
"Biscuit bar filled with fruit, low in fat",0.059095387,French,Bangladesh,2,0,2,0,0,0,2,2,2,1,1,1
"Biscuit bar filled with fruit, low in fat",0.098984735,French,Comoros,2,1,1,0,1,1,2,0,0,1,1,2
"Biscuit bar filled with fruit, low in fat",0.21219924,French,Finland,2,1,2,1,1,1,1,2,2,0,2,1
"Biscuit bar filled with fruit, low in fat",0.18848144,French,Suriname,1,0,0,1,1,2,1,1,2,1,0,0
"Biscuit bar filled with fruit, low in fat",0.59054176,French,Malaysia,2,1,2,1,1,1,1,1,1,2,2,1
"“Balance” cereal bar with fruits, enriched with vitamins and minerals”",1.2134468,French,Sao Tome and Principe,2,0,0,2,1,2,2,0,1,1,1,2
"“Balance” cereal bar with fruits, enriched with vitamins and minerals”",0.074259188,French,Canada,1,0,0,1,2,2,0,2,1,2,2,0
"“Balance” cereal bar with fruits, enriched with vitamins and minerals”",0.059095387,French,Suriname,0,0,2,1,0,0,0,0,2,0,1,0
"“Balance” cereal bar with fruits, enriched with vitamins and minerals”",0.098984735,French,Cuba,2,0,1,0,2,2,0,1,2,1,0,0
"“Balance” cereal bar with fruits, enriched with vitamins and minerals”",0.21219924,French,Syrian Arab Republic,1,2,1,1,2,0,0,2,0,2,0,1
"“Balance” cereal bar with fruits, enriched with vitamins and minerals”",0.18848144,French,Croatia,1,1,0,2,1,0,0,0,0,1,1,1
"“Balance” cereal bar with fruits, enriched with vitamins and minerals”",1.4171322700000002,French,Chile,1,0,1,0,2,0,1,2,0,1,0,2
"“Chocolate “balance” cereal bar, enriched with vitamins and minerals”",1.8243545,French,Germany,0,2,1,0,1,1,1,2,2,1,0,2
"“Chocolate “balance” cereal bar, enriched with vitamins and minerals”",3.1483521,French,"Virgin Islands, U.S.",0,0,2,1,0,2,2,2,0,0,2,2
"“Chocolate “balance” cereal bar, enriched with vitamins and minerals”",0.086989336,French,Gambia,2,1,2,0,2,2,2,1,2,1,2,2
"“Chocolate “balance” cereal bar, enriched with vitamins and minerals”",0.27400485,French,"Korea, Democratic People's Republic of",2,2,1,0,1,2,1,2,2,2,2,1
"“Chocolate “balance” cereal bar, enriched with vitamins and minerals”",0.13713434,French,Nepal,1,1,2,1,2,1,2,1,2,2,2,0
"“Chocolate “balance” cereal bar, enriched with vitamins and minerals”",1.4171322700000002,French,"Venezuela, Bolivarian Republic of",1,0,1,1,2,0,0,2,1,0,2,2
Cereal bar with almonds or hazelnuts,0.51938676,French,Suriname,1,0,0,1,0,0,0,2,1,0,1,0
Cereal bar with almonds or hazelnuts,1.3306072,French,"Micronesia, Federated States of",2,0,0,2,1,2,0,2,2,2,2,2
Cereal bar with almonds or hazelnuts,0.30309873,French,Seychelles,0,2,0,2,1,2,2,2,1,1,1,0
Cereal bar with almonds or hazelnuts,0.092021678,French,"Virgin Islands, U.S.",1,2,1,0,0,1,0,2,2,2,1,0
Cereal bar with almonds or hazelnuts,0.19098618,French,Spain,2,2,2,1,1,2,1,1,0,1,2,1
Cereal bar with almonds or hazelnuts,1.4171322700000002,French,Eritrea,2,1,2,0,1,0,0,2,0,1,1,1
Fruit cereal bar,1.2134468,French,Guadeloupe,2,2,1,1,1,1,1,0,1,2,1,0
Fruit cereal bar,0.074259188,French,Afghanistan,0,0,2,2,0,0,0,2,1,1,2,0
Fruit cereal bar,0.059095387,French,Australia,1,0,2,2,1,2,1,0,1,0,2,1
Fruit cereal bar,0.098984735,French,"Congo, The Democratic Republic of the",1,2,1,2,1,2,0,2,2,1,0,0
Fruit cereal bar,0.21219924,French,Malawi,0,1,0,2,1,1,2,0,2,2,0,0
Fruit cereal bar,0.18848144,French,Zimbabwe,0,2,0,0,1,1,0,2,0,0,1,1
Fruit cereal bar,1.4171322700000002,French,Bulgaria,0,2,2,2,2,1,1,1,0,0,2,1
Chocolate cereal bar,1.8243545,French,Guernsey,2,1,0,2,1,2,1,0,2,1,2,0
Chocolate cereal bar,3.1483521,French,"Virgin Islands, British",1,0,1,2,0,2,1,1,0,1,1,2
Chocolate cereal bar,0.086989336,French,Albania,1,2,0,2,2,2,1,0,0,0,1,2
Chocolate cereal bar,0.27400485,French,Sudan,1,2,1,2,2,1,1,0,1,0,1,1
Chocolate cereal bar,0.13713434,French,Belarus,1,2,1,0,2,1,0,2,0,0,1,0
Chocolate cereal bar,1.4171322700000002,French,Cook Islands,2,2,0,0,0,2,2,0,0,2,0,1
"Milk breakfast cereal bar, chocolate or not, enriched with vitamins and minerals",1.8243545,French,Tuvalu,0,0,0,0,0,2,2,2,0,1,2,2
"Milk breakfast cereal bar, chocolate or not, enriched with vitamins and minerals",3.1483521,French,Comoros,0,2,0,2,0,2,2,0,2,2,1,1
"Milk breakfast cereal bar, chocolate or not, enriched with vitamins and minerals",0.086989336,French,"Taiwan, Province of China",1,1,0,1,2,2,0,0,2,1,0,1
"Milk breakfast cereal bar, chocolate or not, enriched with vitamins and minerals",0.27400485,French,Croatia,1,1,2,0,1,0,2,0,0,0,1,2
"Milk breakfast cereal bar, chocolate or not, enriched with vitamins and minerals",0.13713434,French,Iraq,0,1,2,2,2,2,2,2,1,2,2,1
"Milk breakfast cereal bar, chocolate or not, enriched with vitamins and minerals",1.4171322700000002,French,Egypt,0,0,1,0,0,2,1,2,1,2,2,1
"Aperitif biscuit made from potato, salty tuile type",0.092498018,French,French Southern Territories,1,0,0,1,2,2,0,0,0,2,1,1
"Aperitif biscuit made from potato, salty tuile type",0.0029875092,French,Gambia,1,0,2,1,0,1,1,1,2,1,0,1
"Aperitif biscuit made from potato, salty tuile type",0.45866394,French,Benin,1,0,1,2,1,0,0,0,2,2,2,2
"Aperitif biscuit made from potato, salty tuile type",0.47590316,French,United Arab Emirates,0,1,1,0,1,1,1,0,0,0,2,1
"Aperitif biscuit made from potato, salty tuile type",0.01859767,French,Nauru,0,0,2,0,0,2,2,1,1,0,1,1
"Aperitif biscuit made from potato, salty tuile type",0.48816938,French,Hungary,0,0,2,1,1,1,1,0,1,1,1,2
Puff aperitif biscuit,0.092498018,French,Guatemala,2,1,2,0,0,2,0,0,2,1,2,0
Puff aperitif biscuit,0.0029875092,French,India,0,0,1,0,1,0,0,2,0,2,0,0
Puff aperitif biscuit,0.45866394,French,Ukraine,1,1,2,1,0,2,1,1,1,0,2,1
Puff aperitif biscuit,0.47590316,French,Poland,1,1,1,1,1,2,0,2,1,2,2,2
Puff aperitif biscuit,0.01859767,French,Gibraltar,2,1,2,2,2,2,0,0,1,1,1,1
Puff aperitif biscuit,0.48816938,French,Poland,0,1,0,2,2,2,0,0,0,0,0,0
"Puffed aperitif biscuit, made from corn, with peanuts",0.092498018,French,Zimbabwe,2,2,1,2,1,2,2,2,0,0,0,2
"Puffed aperitif biscuit, made from corn, with peanuts",0.0029875092,French,Tuvalu,1,0,0,2,0,2,1,2,0,0,1,0
"Puffed aperitif biscuit, made from corn, with peanuts",0.45866394,French,"Venezuela, Bolivarian Republic of",2,1,2,2,0,1,2,2,2,0,0,2
"Puffed aperitif biscuit, made from corn, with peanuts",0.47590316,French,"Congo, The Democratic Republic of the",0,2,1,1,1,1,1,0,0,0,2,2
"Puffed aperitif biscuit, made from corn, with peanuts",0.01859767,French,Nigeria,0,2,1,1,1,1,0,0,1,2,2,2
"Puffed aperitif biscuit, made from corn, with peanuts",0.48816938,French,Kyrgyzstan,0,2,1,1,0,0,1,2,2,0,2,2
"Puffed aperitif biscuit, made from corn, without peanuts",0.092498018,French,Djibouti,2,1,0,2,2,1,1,0,2,0,0,2
"Puffed aperitif biscuit, made from corn, without peanuts",0.0029875092,French,Sweden,0,0,1,2,0,0,0,2,2,0,2,0
"Puffed aperitif biscuit, made from corn, without peanuts",0.45866394,French,Montenegro,2,2,2,0,0,1,2,1,2,1,0,2
"Puffed aperitif biscuit, made from corn, without peanuts",0.47590316,French,Albania,0,1,1,1,1,2,2,2,1,0,1,0
"Puffed aperitif biscuit, made from corn, without peanuts",0.01859767,French,Papua New Guinea,0,0,0,0,2,1,2,0,0,2,0,0
"Puffed aperitif biscuit, made from corn, without peanuts",0.48816938,French,Comoros,0,2,2,2,1,1,0,1,0,2,0,1
"Puffed aperitif biscuit, made with potatoes",0.092498018,French,Kenya,1,0,2,1,2,1,1,1,2,2,2,0
"Puffed aperitif biscuit, made with potatoes",0.0029875092,French,Macao,2,0,2,2,2,2,0,1,0,1,0,2
"Puffed aperitif biscuit, made with potatoes",0.45866394,French,Solomon Islands,2,0,0,2,0,1,0,2,0,1,1,1
"Puffed aperitif biscuit, made with potatoes",0.47590316,French,Andorra,1,2,0,0,2,2,1,0,0,2,0,2
"Puffed aperitif biscuit, made with potatoes",0.01859767,French,Bangladesh,2,0,2,2,1,2,0,1,0,2,0,2
"Puffed aperitif biscuit, made with potatoes",0.48816938,French,Estonia,0,1,0,1,2,0,0,2,1,0,0,0
"Puffed aperitif biscuit, made with potato and soy",0.092498018,French,Saint Lucia,0,1,1,2,0,1,2,1,2,0,1,1
"Puffed aperitif biscuit, made with potato and soy",0.0029875092,French,Western Sahara,1,0,2,1,0,1,1,1,2,1,2,1
"Puffed aperitif biscuit, made with potato and soy",0.45866394,French,American Samoa,2,0,2,2,2,2,2,1,0,2,1,0
"Puffed aperitif biscuit, made with potato and soy",0.47590316,French,Uruguay,1,1,0,2,1,1,1,1,1,0,1,2
"Puffed aperitif biscuit, made with potato and soy",0.01859767,French,Curaçao,0,1,1,0,2,2,2,2,0,0,2,1
"Puffed aperitif biscuit, made with potato and soy",0.48816938,French,Isle of Man,0,1,2,2,0,0,1,2,2,2,0,2
"Aperitif biscuit, crackers, garnished or filled, with cheese",0.092498018,French,Isle of Man,1,0,2,2,0,1,0,2,2,1,2,1
"Aperitif biscuit, crackers, garnished or filled, with cheese",0.0029875092,French,Saint Vincent and the Grenadines,1,2,1,2,2,1,0,1,0,1,1,2
"Aperitif biscuit, crackers, garnished or filled, with cheese",0.45866394,French,Jamaica,2,2,1,0,0,0,1,1,1,0,1,0
"Aperitif biscuit, crackers, garnished or filled, with cheese",0.47590316,French,Mexico,1,2,0,1,2,2,1,2,0,1,2,1
"Aperitif biscuit, crackers, garnished or filled, with cheese",0.01859767,French,"Virgin Islands, British",0,0,1,0,0,2,2,1,1,1,2,2
"Aperitif biscuit, crackers, garnished or filled, with cheese",0.48816938,French,"Bonaire, Sint Eustatius and Saba",0,0,1,0,0,2,1,1,0,1,2,0
"Aperitif biscuit, crackers, plain",0.092498018,French,Cambodia,2,2,0,1,1,1,1,2,0,1,0,2
"Aperitif biscuit, crackers, plain",0.0029875092,French,Belarus,0,2,2,0,0,2,0,2,0,2,0,0
"Aperitif biscuit, crackers, plain",0.45866394,French,Bangladesh,2,0,2,2,2,2,0,2,2,1,2,2
"Aperitif biscuit, crackers, plain",0.47590316,French,United Arab Emirates,1,2,1,1,1,1,0,1,0,1,2,1
"Aperitif biscuit, crackers, plain",0.01859767,French,North Macedonia,0,0,2,0,1,2,2,2,1,0,1,1
"Aperitif biscuit, crackers, plain",0.48816938,French,Nepal,2,0,0,2,0,2,2,0,2,0,0,0
"Aperitif biscuit, crackers, plain, low fat",0.092498018,French,Saint Barthélemy,1,1,0,1,0,1,0,1,0,0,2,1
"Aperitif biscuit, crackers, plain, low fat",0.0029875092,French,Belgium,2,2,1,1,0,2,1,2,0,2,2,0
"Aperitif biscuit, crackers, plain, low fat",0.45866394,French,Trinidad and Tobago,2,0,0,2,1,2,2,1,1,2,0,1
"Aperitif biscuit, crackers, plain, low fat",0.47590316,French,Brunei Darussalam,2,0,0,2,2,2,2,0,0,1,1,0
"Aperitif biscuit, crackers, plain, low fat",0.01859767,French,Vanuatu,1,0,1,1,0,1,1,0,0,2,0,0
"Aperitif biscuit, crackers, plain, low fat",0.48816938,French,Saint Martin (French part),2,1,0,2,0,2,1,2,1,1,2,2
"Aperitif biscuit, mini pretzel or sticks",0.092498018,French,Gambia,2,2,0,0,0,0,2,0,0,2,2,0
"Aperitif biscuit, mini pretzel or sticks",0.0029875092,French,New Zealand,0,0,1,1,0,1,1,2,1,2,1,2
"Aperitif biscuit, mini pretzel or sticks",0.45866394,French,New Zealand,1,1,1,0,1,1,2,1,1,0,0,2
"Aperitif biscuit, mini pretzel or sticks",0.47590316,French,Fiji,2,2,0,0,1,0,2,0,2,0,0,0
"Aperitif biscuit, mini pretzel or sticks",0.01859767,French,Burundi,1,1,0,1,0,1,2,2,2,0,2,1
"Aperitif biscuit, mini pretzel or sticks",0.48816938,French,Ghana,0,1,0,0,0,0,1,2,2,0,2,2
"Breakfast cereal biscuit, enriched with vitamins and minerals",1.7490371,French,"Moldova, Republic of",0,2,0,0,2,1,1,2,0,1,1,1
"Breakfast cereal biscuit, enriched with vitamins and minerals",0.1071454,French,Comoros,1,1,0,2,0,0,2,0,0,2,1,0
"Breakfast cereal biscuit, enriched with vitamins and minerals",0.085309496,French,Tonga,0,2,1,0,1,1,1,1,1,2,0,0
"Breakfast cereal biscuit, enriched with vitamins and minerals",0.30696784,French,Guinea,1,1,1,0,2,1,0,2,2,0,0,1
"Breakfast cereal biscuit, enriched with vitamins and minerals",0.1383867,French,Tonga,0,1,0,0,1,0,0,2,2,0,1,0
"Breakfast cereal biscuit, enriched with vitamins and minerals",1.20352867,French,Iceland,0,1,2,1,2,2,1,2,1,1,0,1
Soft biscuit filled with orange and coated with icing sugar,1.2134468,French,South Sudan,2,2,0,0,1,2,0,1,1,2,2,1
Soft biscuit filled with orange and coated with icing sugar,0.074259189,French,Central African Republic,1,1,0,2,2,1,0,1,1,0,0,1
Soft biscuit filled with orange and coated with icing sugar,0.059095387,French,Eritrea,0,0,1,2,1,2,0,2,1,2,1,2
Soft biscuit filled with orange and coated with icing sugar,0.098984734,French,Indonesia,1,2,0,2,1,0,2,1,0,0,2,2
Soft biscuit filled with orange and coated with icing sugar,0.21219924,French,Cyprus,1,1,0,2,2,0,2,2,1,1,2,1
Soft biscuit filled with orange and coated with icing sugar,0.18848144,French,Mongolia,1,1,2,0,2,2,1,0,2,0,2,0
Soft biscuit filled with orange and coated with icing sugar,1.07070672,French,Czechia,1,1,0,0,0,2,2,2,2,2,2,1
Meringue pastry cookie,0.59101297,French,Haiti,2,2,0,2,0,1,2,1,2,2,0,2
Meringue pastry cookie,0.14695999,French,Mali,2,0,0,1,0,1,1,0,1,2,1,1
Meringue pastry cookie,0.25423078,French,Austria,2,2,1,2,2,0,0,2,2,1,2,0
Meringue pastry cookie,1.07051388,French,Haiti,0,2,1,0,1,0,0,2,1,1,1,0
"Dry biscuit (genoise) fruit topping, tray type",1.2134468,French,"Iran, Islamic Republic of",2,0,2,1,1,2,0,0,1,0,0,0
"Dry biscuit (genoise) fruit topping, tray type",0.074259188,French,Aruba,1,2,1,2,2,0,1,1,0,1,0,0
"Dry biscuit (genoise) fruit topping, tray type",0.059095387,French,Costa Rica,0,0,1,2,2,2,1,1,2,0,2,1
"Dry biscuit (genoise) fruit topping, tray type",0.098984735,French,Czechia,0,0,2,0,0,0,2,2,1,2,0,1
"Dry biscuit (genoise) fruit topping, tray type",0.21219924,French,"Virgin Islands, U.S.",2,1,1,1,1,1,2,2,2,0,1,0
"Dry biscuit (genoise) fruit topping, tray type",0.18848144,French,Samoa,2,2,2,1,2,0,1,1,1,1,0,2
"Dry biscuit (genoise) fruit topping, tray type",1.07051388,French,Bahamas,1,2,1,0,1,0,2,2,2,0,1,1
Dry biscuit with guaranteed vitamin content,0.59101297,French,Bulgaria,2,1,2,1,1,1,1,1,2,1,0,2
Dry biscuit with guaranteed vitamin content,0.14695999,French,Curaçao,2,1,2,0,2,0,2,1,1,0,2,0
Dry biscuit with guaranteed vitamin content,0.25423078,French,Isle of Man,1,0,1,1,0,2,2,1,0,0,0,0
Dry biscuit with guaranteed vitamin content,1.20352867,French,Belgium,1,0,1,2,1,1,1,2,2,2,1,2
Dry biscuit with guaranteed vitamin and mineral content,1.7490371,French,Western Sahara,1,0,2,2,0,2,1,0,2,0,0,1
Dry biscuit with guaranteed vitamin and mineral content,0.1071454,French,Lithuania,2,1,0,2,2,1,2,0,0,2,1,2
Dry biscuit with guaranteed vitamin and mineral content,0.085309496,French,Bhutan,1,0,1,1,2,1,1,2,1,1,0,2
